X,Y,OBJECTID,PROJECT_NAME,ASSET_CATEGORY,PRACTICE_TYPE,CREDIT_RECEIVED,ACRES_MANAGED,DESCRIPTION,DESIGNER,INSTALLER,MAINTAINER,MEDIA_URL,ADDITIONAL_PRACTICETYPE,GALLONS_MANAGED_MG,PRACTICE_AREA,NEIGHBORHOOD,PROJECT_REASON,DESIGN_DATE,PROJECT_COST,MAINTENANCE_COST,MAX_DEPTH,UNDERDRAIN,PIPE_DIAMETER,STORM_EVENT_SIZE,CONSTRUCTION_START,OWNER_TYPE,INVERT_PIPE_in,Latitude,Longitude,GlobalID,DISTRICT,MEDIA_URL2,MEDIA_URL3,VIDEO_URL,Project_Page_URL,DOC_URL2,DOC_URL1,Num_RainBarrells,Size_RainBarrel,Downspout_RainBarrel,Purpose_RainBarrels,Installation_Date,OTHER_PRACTICETYPE,Secondary_Project_Reason,Project_Engineer,DEPTH
-9264703.6791,5214982.0764,1,Artesian Street,DWSD,Permeable Pavement,Yes,5.3,Porous Asphalt along Artesian Street from 18950 Joy Rd to 9115 Artesian St. This project was implemented by DWSD to reduce stormwater entering the combined sewer system.,,,DWSD,https://dwsd.box.com/shared/static/mhe5joilanngudiwwsyewm9h7aiqlszt.png,,3.84,2442,Franklin Park,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,3d3e570e-68a0-4799-a7d4-f72159961010,District 7,,,,http://detroitstormwater.org/projects/artesian-street,,,,,,,1970/01/01 00:00:00+00,,,,
-9264512.5861,5213854.127,2,Stahelin,DWSD,Bioretention,Yes,1.12,This is a bioretention practice installed on a vacant lot by DWSD as part of their effort to reduce stormwater entering the combined sewer system. ,,,DWSD,https://dwsd.box.com/shared/static/fkyjlr9qemfkwyyk1s5hhiiorjb1jc1f.jpg,,1.24,8715,Warrendale,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,2ed5fb6b-695e-4ebd-a010-725bd0423334,District 7,https://dwsd.box.com/shared/static/6rjp1zn68tmlkfy1qssqu439152usti6.jpg,,https://vimeo.com/146943135,http://detroitstormwater.org/projects/stahelin,,,,,,,1970/01/01 00:00:00+00,,,,
-9264272.8972,5213697.5779,3,Greenview,DWSD,Bioretention,Yes,0.58,This is a bioretention practice installed on a vacant lot by DWSD as part of their effort to reduce stormwater entering the combined sewer system. ,,,DWSD,https://dwsd.box.com/shared/static/l5j1ssjiv9icjuh6euy61wnqqxaglczc.jpg,,0.21,7840.8,Warrendale,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,ec8c9375-b450-445a-8cf4-04522b90824d,District 7,,,,http://detroitstormwater.org/projects/greenview,,,,,,,1970/01/01 00:00:00+00,,,,
-9265820.6428,5214063.4526,4,Evergreen,DWSD,Bioretention,Yes,0.7,This is a bioretention practice installed on a vacant lot by DWSD as part of their effort to reduce stormwater entering the combined sewer system. ,,,DWSD,https://dwsd.box.com/shared/static/u0ppnomkl4m1hgzk7bxv1pid02wtz66y.jpg,,0.33,13155,Warrendale,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,abb8db27-ac2b-4ca3-ac66-dde67b6f6ce3,District 7,,,https://vimeo.com/146943135,http://detroitstormwater.org/projects/evergreen,,,,,,,1970/01/01 00:00:00+00,,,,
-9265938.5793,5213809.567,5,Vaughan,DWSD,Bioretention,Yes,1,This is a bioretention practice installed on a vacant lot by DWSD as part of their effort to reduce stormwater entering the combined sewer system. ,,,DWSD,https://dwsd.box.com/shared/static/pcyc563vp80u1acb7qeuxr73ws1rax2a.jpg,,1.28,9150,Warrendale,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,2d71ecd1-7392-4947-b523-50aef4ab6f44,District 7,,,https://vimeo.com/146943135,http://detroitstormwater.org/projects/vaughan,,,,,,,1970/01/01 00:00:00+00,,,,
-9262024.3642,5217664.2921,6,O'Shea,DWSD,Bioretention,Yes,3.72,This is a bioretention practice installed in O'shea park by DWSD as part of their effort to reduce stormwater entering the combined sewer system.,,,,https://detroitstormwater.org/projects/oshea,,1.59,,Plymouth-I96,,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,85f2ddf8-6f3c-4f2a-add7-bd055bca5b8c,District 7,,,,http://detroitstormwater.org/projects/oshea,,,,,,,1970/01/01 00:00:00+00,,,,
-9265598.7624,5220334.9199,7,Stoepel Park (No. 1),DWSD,Bioretention,Yes,6.45,Green Stormwater Infrastructure at Stoepel Park inclides a series of Bioretention practices and a porous pavement system in the parking lot. These practices were installed by DWSD as part of their effort to reduce stormwater entering the combined sewer system.    ,,,DWSD,https://dwsd.box.com/shared/static/i4f5rejxnkfcb2ujqbv2oyqu9mirck11.jpg,,2.03,15910,Westwood Park,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,75748074-310b-41cf-9c90-9dd01a633a6a,District 1,https://dwsd.box.com/shared/static/s1e34jf2zaifvzs6yq142m6ivmm09z8o.jpg,https://dwsd.box.com/shared/static/hnmyllse78r43v5jm34qxp9fdqdck9zy.jpg,,http://detroitstormwater.org/projects/stoepel-park-no-1,,,,,,,1970/01/01 00:00:00+00,,,,
-9265279.6534,5221478.401,8,Keeler,DWSD,Permeable Pavement,Yes,1,Pave drains run along Keeler Street from Outer Drive to Piedmont Street. This practice was installe dby DWSD as part of their effort to reduce stormwater entering the combined sewer system.,,,DWSD,https://dwsd.box.com/shared/static/9bnwjfh6xpp2ioet9ajhofmc47eks7ox.jpg,,0.67,1172,Rosedale Park,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,89c3aa39-fdf9-436b-b6a1-2a896753a77c,District 1,,,,http://detroitstormwater.org/projects/keeler,,,,,,,1970/01/01 00:00:00+00,,,,
-9268096.7165,5222562.1172,9,Crowell,DWSD,Permeable Pavement,Yes,2.48,Green Stormwater Infrastructure at Crowell Recreation Center includes the removal of two existing paved parking lots (north and south) and replacement of the center section of parking stalls with permeable block pavement and bioretention islands. This practice was installed by DWSD as part of their effort to reduce stormwater entering the combined sewer system.,,,,https://dwsd.box.com/shared/static/6dooz03br3c786msdbe3u0vwz7yib5kq.jpg,,1.47,,Riverdale,,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,1d5ebd2f-af98-404c-aa95-cdb9fc5b870e,District 1,https://dwsd.box.com/shared/static/vqk85hukdm4vpgkmmha9qq8osk0pjc20.jpg,https://dwsd.box.com/shared/static/0ymbnmx3p3d9ubv1i6u6r9b7yo39tnyc.jpg,,http://detroitstormwater.org/projects/crowell,,,,,,,1970/01/01 00:00:00+00,,,,
-9262049.1187,5227207.2229,10,Liuzzo Park,DWSD,Bioretention,Yes,3.1,Liuzzo Park contains a series of bioretention practices installed by DWSD as part of their effort to reduce stormwater entering the combined sewer system.,,,DWSD,https://dwsd.box.com/shared/static/xt8mugrszmc6pt5qrjt7cu8484vpxpok.jpg,,0.99,10855,Greenfield,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,11f90d7c-04c4-4552-aef5-4e526eac1d90,District 2,https://dwsd.box.com/shared/static/dveqnwke0kg17ory13pf0505xbmt5wmm.jpg,,,http://detroitstormwater.org/projects/liuzzo-park,,,,,,,1970/01/01 00:00:00+00,,,,
-9268004.4352,5213476.0394,12,Tireman Phase I,DWSD,Bioswale,Yes,6.48,This is a Bioswale located in Rouge Park.,,,DWSD,https://dwsd.box.com/shared/static/1qxqgvmmrpy2khtnrcrsp4if76oyxyat.jpg,,3.48,,Rouge Park,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,963243bc-c152-4674-be36-1a1d61f063d7,District 7,,,,http://detroitstormwater.org/projects/tireman-phase-i,,,,,,,1970/01/01 00:00:00+00,,,,
-9268249.3949,5213439.375,13,Tireman Phase II,DWSD,Bioswale,Yes,3.05,This is a Bioswale located in Far West Detroit.,,,DWSD,https://dwsd.box.com/shared/static/8hvqgutbfmmev6qx9h7xt9q6kvcpidhq.png,,1.48,,Far West Detroit,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,eb79045c-c2e0-4754-adde-5d2f9d2e9918,District 7,,,,http://detroitstormwater.org/projects/tireman-phase-ii,,,,,,,1970/01/01 00:00:00+00,,,,
-9264290.1569,5214721.7394,18,Joy Road,DWSD,Permeable Pavement,Yes,4.29,This is a permeable pavement practice.,,,City of Detroit General Services Department,https://dwsd.box.com/shared/static/t4eoag8seg777ebmv6yqp4sf0ydrrx2f.jpg,Bioretention,0,,Warrendale,,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,f7b3023e-a282-473f-99ed-df440a051867,District 7,,,,http://detroitstormwater.org/projects/joy-road,,,,,,,1970/01/01 00:00:00+00,,,,
-9268774.0734,5213974.322,19,Constance,DWSD,Other,Yes,15.1,This practice is a street storm sewer and was implemented by DWSD in 2016.,,,DWSD,,Street Storm Sewer,5.86,,Far West Detroit,Permit Compliance,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,,,21c9d54a-99c9-4e71-a9f3-15c60c3eb022,District 7,,,,http://detroitstormwater.org/projects/constance,,,,,,,1970/01/01 00:00:00+00,,,,
-9253475.9454,5206735.9063,20,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.15,This is a Disconnected Impervious located in Springwells,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.113,,Springwells,Drainage Credit,1970/01/01 00:00:00+00,5000,,,,,,1970/01/01 00:00:00+00,,,42.3047268191294,-83.1253887298516,376bd34a-e765-4a07-b2dd-7e5276b403d6,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-43,,,,,,,1970/01/01 00:00:00+00,,,,
-9253577.4851,5206792.2772,21,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.02,This is a Downspout Disconnection located in Springwells,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.014,,Springwells,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2a7fe01d-7520-4fb3-bcda-e69ca3719547,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-75,,,,,,,1970/01/01 00:00:00+00,,,,
-9250285.3478,5205777.1469,22,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,2.33,This is a Disconnected Impervious located in Delray,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.988,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,c1415ad5-f3ef-4dc8-9baa-070eb36e5388,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-3,,,,,,,1970/01/01 00:00:00+00,,,,
-9240773.4768,5214105.2688,23,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.32,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.249,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,848b3699-66e2-4d34-bbcd-754f3a48d3fd,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-40,,,,,,,1970/01/01 00:00:00+00,,,,
-9235172.8533,5216833.2589,24,Drainage Credit Project,Drainage Credit,Surface Detention,Yes,120.43,This is a Surface Detention located in Conner Creek Industrial,,,,https://dwsd.box.com/shared/static/ba5nuqqvrrwhofm0oi6nll71udrpd5r8.png,,65.86,,Conner Creek Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,446cebc8-2130-48df-a671-6c32fd189df1,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-34,,,,,,,1970/01/01 00:00:00+00,,,,
-9236073.9837,5216411.0602,25,Drainage Credit Project,Drainage Credit,Surface Detention,Yes,5.56,This is a Surface Detention located in Conner Creek Industrial,,,,https://dwsd.box.com/shared/static/ba5nuqqvrrwhofm0oi6nll71udrpd5r8.png,,0.082,,Conner Creek Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,ec248133-b2c9-4808-bdd9-13a7247dbae4,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-9,,,,,,,1970/01/01 00:00:00+00,,,,
-9256686.564,5223691.2698,26,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.03,This is a Downspout Disconnection located in Bagley,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.022,,Bagley,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,58ca8bbe-2552-4a15-bd5e-6aac5907a13a,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-33,,,,,,,1970/01/01 00:00:00+00,,,,
-9261404.7775,5217710.1245,27,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.3,This is a Disconnected Impervious located in Plymouth-Hubbell,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.211,,Plymouth-Hubbell,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,739d89b8-00be-4a31-b7ae-8163aa2d0186,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-44,,,,,,,1970/01/01 00:00:00+00,,,,
-9233410.4244,5222705.1091,28,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.02,This is a Downspout Disconnection located in Morningside,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.014,,Morningside,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,33fb59a7-4e3b-4e9a-bd63-0aec9261f881,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-6,,,,,,,1970/01/01 00:00:00+00,,,,
-9248584.5675,5209866.33,30,Drainage Credit Project,Drainage Credit,Green Roof,Yes,0.095,This is a Green Roof located in Southwest Detroit,,,,https://dwsd.box.com/shared/static/p0ukpqby6emkjfv1yz9avhrhrxkaojz5.jpg,,0.083,,Southwest Detroit,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,c643c945-203c-49c4-b0ce-f5a880455bd9,District 6,https://dwsd.box.com/shared/static/axr76z6ytkpvg0tmuxiq48a64ic9dpt5.png,,https://vimeo.com/133170006,http://detroitstormwater.org/projects/drainage-credit-project-78,,,,,,,1970/01/01 00:00:00+00,,,,
-9248569.0619,5209875.4186,31,Drainage Credit Project,Drainage Credit,Subsurface Detention,Yes,0.3,This is a Subsurface Detention located in Southwest Detroit,,,,https://dwsd.box.com/shared/static/uldtz56koe3t72ejm4ag6e2q1cm3la8l.png,,0.067,,Southwest Detroit,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,431b3549-ec27-49b8-9bd9-d46ac98dfd66,District 6,https://dwsd.box.com/shared/static/wvbd5gtsexu9gbu7z85t1seqkvp4ac6l.png,https://dwsd.box.com/shared/static/6a79st2hnfymlxk4jmvlh6znp35kywmc.png,https://vimeo.com/133170006,http://detroitstormwater.org/projects/drainage-credit-project-74,,https://dwsd.box.com/shared/static/zblpzxd5dztsbeuu7d565xq5b6708bsq.png,,,,,1970/01/01 00:00:00+00,,,,
-9236865.5508,5212322.2005,32,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,18.56,This is a Disconnected Impervious located in Belle Isle,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,16.649,,Belle Isle,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f324d6cd-10f8-4f51-9b3a-31230268daa8,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-16,,,,,,,1970/01/01 00:00:00+00,,,,
-9260757.2535,5217715.7416,33,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,2.62,This is a Disconnected Impervious located in Plymouth-Hubbell,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.769,,Plymouth-Hubbell,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,0251a84b-cfd7-4a5a-ace4-9e5a7be22668,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-58,,,,,,,1970/01/01 00:00:00+00,,,,
-9232265.723,5222995.0702,35,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.05,This is a Downspout Disconnection located in East English Village,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.026,,East English Village,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,34c15dac-83cc-4f9a-b844-98d13464a01e,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-55,,,,,,,1970/01/01 00:00:00+00,,,,
-9249653.221,5206267.2887,36,Drainage Credit Project,Drainage Credit,All Stormwater Stays on Site,Yes,6.81,"This is a site where a customer has worked with DWSD to show that all stormwater stays on site, located in Delray.",,,,https://dwsd.box.com/shared/static/t59n7mqht93sylm28kxz7w1z2g3px7jx.png,,5.655,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,1809f743-8f99-4812-b494-9bd2b462563f,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-57,,,,,,,1970/01/01 00:00:00+00,,,,
-9249849.4798,5206216.4912,37,Drainage Credit Project,Drainage Credit,All Stormwater Stays on Site,Yes,5.47,"This is a site where a customer has worked with DWSD to show that all stormwater stays on site, located in Delray.",,,,https://dwsd.box.com/shared/static/t59n7mqht93sylm28kxz7w1z2g3px7jx.png,,0.265,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,aa2e998f-b394-4933-bd43-881b2523df01,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-48,,,,,,,1970/01/01 00:00:00+00,,,,
-9245643.8914,5211221.5494,38,Drainage Credit Project,Drainage Credit,Green Roof,Yes,0.07,This is a Green Roof located in Downtown,,,,https://dwsd.box.com/shared/static/s2d08iuk9tzf430uy2qe81iyzo64iw9u.png,,0.064,,Downtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,e62d2fad-a8d3-42c8-b39f-54914222ac95,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-24,,,,,,,1970/01/01 00:00:00+00,,,,
-9255870.2072,5213095.0,39,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.03,This is a Downspout Disconnection located in Midwest,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.016,,Midwest,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,92cf94a8-4802-44df-9c5c-91a5bd7ee3e9,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-52,,,,,,,1970/01/01 00:00:00+00,,,,
-9264332.0905,5214680.8295,40,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.02,This is a Downspout Disconnection located in Warrendale,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.013,,Warrendale,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,648f8090-3811-4bc9-9308-f6328c59c2fc,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-79,,,,,,,1970/01/01 00:00:00+00,,,,
-9247598.2824,5212131.6605,42,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.19,This is a Disconnected Impervious located in North Corktown,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.151,,North Corktown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,3c6734d3-f225-46fd-91c0-ac2a8deeeafc,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-63,,,,,,,1970/01/01 00:00:00+00,,,,
-9243610.8597,5211986.318,43,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.26,This is a Disconnected Impervious located in Lafayette Park,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.212,,Lafayette Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,79dc010f-14be-43e3-8848-ed40e1a65abc,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-76,,,,,,,1970/01/01 00:00:00+00,,,,
-9256796.0882,5223419.8666,44,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,2.19,This is a Disconnected Impervious located in Fitzgerald,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,2.388,,Fitzgerald,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2d964e51-805d-44c0-94f6-9faa53eb894f,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-59,,,,,,,1970/01/01 00:00:00+00,,,,
-9269588.7698,5220014.7318,45,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.08,This is a Disconnected Impervious located in Eliza Howell,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.009,,Eliza Howell,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,9ebe0833-29dc-4f68-824d-6208dc188253,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-27,,,,,,,1970/01/01 00:00:00+00,,,,
-9252585.3615,5225071.2584,46,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,6.01,This is a Disconnected Impervious located in Palmer Park,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,5.073,,Palmer Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,287bd777-0dd2-4bc3-84f9-991f7f933a85,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-56,,,,,,,1970/01/01 00:00:00+00,,,,
-9240787.2241,5213916.0797,47,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.13,This is a Downspout Disconnection located in Islandview,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.1,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,4b630a97-69c7-4ac2-a6ff-1ede01913587,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-12,,,,,,,1970/01/01 00:00:00+00,,,,
-9240842.0527,5214028.2275,48,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.06,This is a Downspout Disconnection located in Islandview,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.041,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f27f5698-e8f6-434b-accc-2970194bbcec,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-15,,,,,,,1970/01/01 00:00:00+00,,,,
-9252676.6195,5206172.8416,49,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.048,This is a Disconnected Impervious located in Delray,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.029,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,3ff304ac-f963-427c-9913-a2faee0b446f,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-60,,,,,,,1970/01/01 00:00:00+00,,,,
-9240868.3359,5214082.069,50,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.08,This is a Downspout Disconnection located in Islandview,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.049,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,910944ad-3341-4c72-be67-891773149073,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-50,,,,,,,1970/01/01 00:00:00+00,,,,
-9240879.2592,5214108.9357,51,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.01,This is a Downspout Disconnection located in Islandview,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.007,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2c260480-217f-4511-ad4b-4730f470052c,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-21,,,,,,,1970/01/01 00:00:00+00,,,,
-9240879.2592,5214108.9357,52,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.02,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.016,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,e1312c00-a087-4021-a24d-4c06231e2dae,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-22,,,,,,,1970/01/01 00:00:00+00,,,,
-9240614.9787,5213788.9467,53,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.08,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.058,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,fbfee1ca-f6d4-4208-af24-870bf60aa5a4,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-46,,,,,,,1970/01/01 00:00:00+00,,,,
-9240610.234,5213779.231,54,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.08,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.058,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,6df0e045-b909-4a5c-a173-5bd4bea33e58,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-25,,,,,,,1970/01/01 00:00:00+00,,,,
-9240605.5302,5213769.4349,55,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.08,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.061,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,a1ae5f70-fda9-4b78-ab5f-647ccef90bf3,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-28,,,,,,,1970/01/01 00:00:00+00,,,,
