X,Y,OBJECTID,PROJECT_NAME,ASSET_CATEGORY,PRACTICE_TYPE,CREDIT_RECEIVED,ACRES_MANAGED,DESCRIPTION,DESIGNER,INSTALLER,MAINTAINER,MEDIA_URL,ADDITIONAL_PRACTICETYPE,GALLONS_MANAGED_MG,PRACTICE_AREA,NEIGHBORHOOD,PROJECT_REASON,DESIGN_DATE,PROJECT_COST,MAINTENANCE_COST,MAX_DEPTH,UNDERDRAIN,PIPE_DIAMETER,STORM_EVENT_SIZE,CONSTRUCTION_START,OWNER_TYPE,INVERT_PIPE_in,Latitude,Longitude,GlobalID,DISTRICT,MEDIA_URL2,MEDIA_URL3,VIDEO_URL,Project_Page_URL,DOC_URL2,DOC_URL1,Num_RainBarrells,Size_RainBarrel,Downspout_RainBarrel,Purpose_RainBarrels,Installation_Date,OTHER_PRACTICETYPE,Secondary_Project_Reason,Project_Engineer,DEPTH
-9251512.41097468,5224129.66219312,697,Palmer Park Land + Water Works Rain Garden 1 of 2,Private - No Credit,Bioretention,No,0.03,Rain Garden 1 of 2 installed by Palmer Park volunteers coordinated by Land + Water Works,Friends of the Rouge ,Friends of the Rouge/Land +Water Works/People for Palmer Park,People for Palmer Park,https://dwsd.box.com/shared/static/1qt44i47iap7c0ounknqs8sdyg6r8x3a.jpeg,,0.004,100,Palmer Park,Environmental Benefits,2018/09/10 00:00:00+00,600,0,,No,,1.75 inch rain event ,2018/10/06 00:00:00+00,Government,,42.42018,-83.10775,e148564a-103c-4c62-8b9e-4f9bf096df62,District 2,https://dwsd.box.com/shared/static/2gliylcqy1htagigea8lpdtyec3g8iil.jpeg,,,http://detroitstormwater.org/projects/palmer-park-land-water-works-rain-garden-1-2,,,,,,,1970/01/01 00:00:00+00,,Educational,Friends of the Rouge,Shallow
-9251509.07138996,5224126.6462953,698,Palmer Park Rain Garden 2 of 2,Private - No Credit,Bioretention,No,0.03,Ewing Garden 2 of 2 companion gardens installed by Palmer Park volunteers coordinated by Land + Water Works,Friends of the Rouge,Land +. Water Works/Friends of the Rouge/People for Palmer Park,People for Palmer Park,https://dwsd.box.com/shared/static/gkjezqrm42cqkvzodd57r0mhdihyvwli.jpeg,,0.004,100,Palmer Park,Environmental Benefits,2018/09/10 00:00:00+00,600,0,,No,,1.75 inches,2018/10/06 00:00:00+00,Government,,42.42016,-83.10772,44d8680c-3c13-4f7d-8685-2f036a1c27c8,District 2,https://dwsd.box.com/shared/static/o0xpthieiq3peraylwqdjc41n6301ep6.jpeg,,,http://detroitstormwater.org/projects/palmer-park-rain-garden-2-2,,,,,,,1970/01/01 00:00:00+00,,Educational,Friends of the Rouge,Shallow
-9265173.53888483,5215642.20964787,699,St. Suzanne Cody-Rouge Community Ctr. Rain Garden,Private - No Credit,Multiple,No,0.05,"This bioretention garden is part of a sustainability initiative funded by the Erb Family Foundation  and led by Detroit Future City.  The initiative is called ""Land + Water Works.""  It is a coalition of 10 organizations including Friends of the Rouge and Sierra Club. This beautiful garden is one of three that St. Suzanne Cody Rouge Community Resource Center has installed on their inviting campus.  The garden's provide beauty and attract a variety of pollinators.","Friends of the Rouge (Cyndi Ross), St. Suzanne Cody Rouge Community Resource Center (Katie Little)","Friends of the Rouge, Sierra Club, St. Suzanne Cody Rouge Community Resource Center",St. Suzanne Cody Rouge Community Resource Center,https://dwsd.box.com/shared/static/giyi8t2uwz4hu9vq64drqlb27b86umq8.jpg,"Bioretention,DownspoutDisconnection",0.023,420,Franklin Park,Environmental Benefits,2019/09/18 04:00:00+00,1500,200,,No,,1.5,2018/05/24 04:00:00+00,Non-Profit,,42.36387,-83.23047,d9d5cf93-476b-4274-80b5-165c9de7e6d4,District 7,https://dwsd.box.com/shared/static/kdtrvv4cubhmdd8t7dszp4bgfy86bqd3.jpg,,,http://detroitstormwater.org/projects/st-suzanne-cody-rouge-community-ctr-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Drainage Credit,,Deep
-9247657.41700851,5219276.81917154,700,Oakland Avenue Urban Farm Rain Garden,Private - No Credit,Multiple,No,0.006,This rain garden is located within the borders of the Oakland Ave. Urban Farm in the Northend Community in Detroit.  This Erb Family Foundation - Land + Water Works program rain garden serves as a demonstration site for the many visitors to the garden.  The garden is a pilot site for a sensor that detects storm water infiltration installed by U. of Michigan engineering student & Professor Branko Kerkez.,"Friends of the Rouge (Cyndi Ross), Oakland Avenue Urban Farm (Natosha Tallman)",Friends of the Rouge / Sierra Club / Oakland Avenue Urban Farm (N. Tallman),Oakland Ave. Urban Farm,https://dwsd.box.com/shared/static/hb5cei31kl4ggfd2uciktsyk3lhlwp3x.jpg,"DownspoutDisconnection,RainGarden",0.004,120,North End,Educational,2019/09/18 04:00:00+00,800,100,,No,,2,2018/09/25 04:00:00+00,Non-Profit,,42.38799,-83.07312,d8ddde91-c525-4636-8a27-120f2dbfade5,District 5,,,,http://detroitstormwater.org/projects/oakland-avenue-urban-farm-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Environmental Benefits,,Medium
-9246236.98030599,5223015.35342891,701,Power House Rain Garden,Private - No Credit,Multiple,No,0.016,Power House Productions are community leaders who are genuinely suited for sharing the benefits of green storm water infrastructure practices. This Erb Family Foundation funded Rain Garden's to the Rescue garden is installed at a net zero energy house in Detroit just on the border of Hamtramck.  It's an impressive endeavor.  Adding a rain garden compliments the theme of sustainability.   It's a pleasure visiting!!,Friends of the Rouge (Cyndi Ross) and Gina Reichert,"Friends of the Rouge, Sierra Club and Power House Productions",Gina Reichert / Power House Productions,https://dwsd.box.com/shared/static/bj80x71rxhmatcz3djznk6yyyypognl0.jpeg,"Bioretention,DownspoutDisconnection",0.01,250,Campau/Banglatown,Environmental Benefits,2016/06/13 04:00:00+00,1000,100,,No,,2 inch,2016/09/10 04:00:00+00,Non-Profit,,42.41279,-83.06036,6c60f57c-56ba-450f-8a7a-0ca1b29bcb1c,District 3,https://dwsd.box.com/shared/static/8fk0f9mn91lcc6b6t80oyueh2u90buhh.jpeg,https://dwsd.box.com/shared/static/44jvoa50wrqpdrq3k8y7569tkbotn3eo.jpeg,,http://detroitstormwater.org/projects/power-house-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9264920.84364073,5220496.20284787,702,"Bees, Birds and Butterflies",Private - No Credit,Multiple,No,0.03,"Oh what joy it is to see the bees, birds and butterflies visiting this lovely residential rain garden.  The nearby nature experience of this Rain Garden's to the Rescue garden can not be overstated.  Appreciation is given to the Erb Family Foundation, Friends of the Rouge and Michigan Chapter of the Sierra Club for their part in this project.","Friends of the Rouge (Cyndi Ross); Rain Garden Project Owner (Clare and Trevor Layton)","Friends of the Rouge, Sierra Club and Garden owners",Project Owners - Clare and Trevor Layton,https://dwsd.box.com/shared/static/qymfi77sx0fk3ojyr28qy181l7w3x34h.jpg,"DownspoutDisconnection,RainGarden",0.009,200,Rosedale Park,Environmental Benefits,2018/06/11 04:00:00+00,1000,100,,No,,2 inch,2018/08/18 04:00:00+00,Residential,,42.39608,-83.2282,def0c8a6-a665-4e4d-8715-6b15bf89f78e,District 1,https://dwsd.box.com/shared/static/8we3eay63k4ern0ypu78usrfk05kzapr.jpg,,,http://detroitstormwater.org/projects/bees-birds-and-butterflies,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,,Medium
-9234262.34268136,5222795.22135735,703,Outhwaite Homes Rain Gardens,Private - No Credit,Multiple,No,0.01,"There are two lovely rain garden's planted across from one another in a delightful symmetrical pattern.  The garden's are named for the Outhwaite Homes in Cleveland, OH where the homeowner was first introduced to the beautiful smell and look  of flowers.  This site is part of the Rain Garden's to the Rescue program funded by the Erb Family Foundation and managed by Friends of the Rouge and Sierra Club Michigan Chapter.  This GSI practice provides educational opportunities. and beautification.",Friends of the Rouge (Cyndi Ross) and Project Owner (Jacqueline Kinsey),"Friends of the Rouge, Sierra Club, Jacqueline Kinsey ",Jacqueline Kinsey,https://dwsd.box.com/shared/static/krfd94448j7zhwntfwnbzofqytxrd3qy.jpg,"DownspoutDisconnection,RainGarden",0.006,150,Outer Drive-Hayes,Environmental Benefits,2016/06/13 04:00:00+00,800,50,,No,,1.5 inches,2016/09/08 04:00:00+00,Residential,,42.41133,-82.95279,9c7e683d-41c8-403b-8f7d-2805068c0f30,District 4,https://dwsd.box.com/shared/static/c08kps0we8lsxu7a1qf1h1f598vhrnnf.jpg,https://dwsd.box.com/shared/static/0q5gxi9snzs7p9hecc7q1u9idmusp1xu.jpg,,http://detroitstormwater.org/projects/outhwaite-homes-rain-gardens,,,,,,,1970/01/01 00:00:00+00,,Educational,,Shallow
-9246262.58378887,5214899.48652422,704,CHW Garden,Private - No Credit,Bioretention,No,0.02,Removal of concrete slabs and excavation of soils to 18 inch depth with installation of bioretention soil mix to expand urban gardens by 40%.  We worked closely with The Detroit Independent Freedom School youth to vision.,LivingLABS,Michigan Hardscapes,The Charles H. Wright Museum of African American History,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0.02,725.4,Cultural Center,Drainage Credit,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Non-Profit,,42.35894,-83.06059,e050eb01-2c3c-4c1d-8360-019eb1ec533d,District 5,,,,http://detroitstormwater.org/projects/chw-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,Drummond Carpenter,Deep
-9247723.09550808,5219114.04560225,705,Oakland Avenue Urban Farm Rain Water Catchment ,Private - No Credit,Water Harvesting,No,0.02,We harvest rain water in order to water a 1400 sq foot hoop house which is a part of our food production.   Being a non profit it is important to reduce our expenses but also contribute to ecofriendly systems.  We have demonstrated our system to thousands as well as help build systems for others.  ,Our team,Our team ,Our team,https://dwsd.box.com/shared/static/zh78pxx58d63qbb1f6vg1a4j2ftmp77t.jpg,,0,36,North End,Educational,2015/06/19 00:00:00+00,800,50,,No,,220 gallons,2015/07/19 00:00:00+00,Non-Profit,,42.38691,-83.07371,ea649ba6-47be-4908-8f12-7013e9989977,District 5,,,,http://detroitstormwater.org/projects/oakland-avenue-urban-farm-rain-water-catchment,,,,,,,1970/01/01 00:00:00+00,,Environmental Benefits,Our team,Medium
-9247402.49537459,5215913.40097168,706,iBioswale 2,Private - No Credit,Bioswale,No,0.16,,Detroit Biodiversity Network,Detroit Biodiversity Network and Wayne State University,Detroit Biodiversity Network and Wayne State University,https://dwsd.box.com/shared/static/jjjlzup6avuhlct8xqivuldb6ezrltaz.jpg,,0.087,3400,Tech Town,,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Education Institute,,42.36567,-83.07083,2fb1cbf1-3bd0-4461-836e-ed8ed520167b,District 5,,,,http://detroitstormwater.org/projects/ibioswale-2,,,,,,,1970/01/01 00:00:00+00,,,Detroit Biodiversity Network,Shallow
-9235441.21608886,5220787.12971673,707,Hamilton Rainscape Learning Lab,Private - No Credit,Bioretention,No,0.43,"The Hamilton Rainscape emerged from community plans to address blight and stormwater issues. The location and elements of the design were selected through a community engagement process that brought together residents and the designers throughout the development of the project. Residents, ECN staff, and InSite Design Studio came together to create a beautiful open space to gather, redirect stormwater from the street into rain gardens, and serve as an education tool for the community. ",InSite Design Studio,Michigan Hardscape,Eastside Community Network,https://dwsd.box.com/shared/static/mx6r95wfqaopgq2566kgctltlbmzrfx4.jpg,,0.054,1495,Chandler Park,Educational,2017/08/01 04:00:00+00,,,,,,0.87,2019/04/01 04:00:00+00,Non-Profit,,42.39801,-82.96338,0e2b746b-d933-4db4-83de-7fe9d081ba54,District 4,https://dwsd.box.com/shared/static/6hbda0dqtyicm1b8lzg00fiofw4x6897.jpg,https://dwsd.box.com/shared/static/9zul6s5tzn6bjgoz88ptjm7a0vnpx8rt.jpg,,http://detroitstormwater.org/projects/hamilton-rainscape-learning-lab,,,,,,,1970/01/01 00:00:00+00,,Environmental Benefits,InSite Design Studio,Medium
-9246318.24353427,5214827.17582402,708, CHW Sankofa Porous Pavers Project,Private - No Credit,Permeable Pavement,No,0.02,"Rather than replacing spalling concrete with more concrete, The Charles H. Wright Museum of African American History added permeable pavers. We worked with the manufacturer to special order two toned pavers to include the design of a Sankofa symbol, which means ‘go back and get it’ and is derived from the Twi language of Ghana. The word and meaning can best be explained as looking back at the past in order to understand the present and move on to a better future.","Environmental Consulting and Technology, Inc.", Michigan Hardscape, Charles H. Wright Museum of African American History,https://dwsd.box.com/shared/static/wy27kw1kah6la1zxlsnlsxnypj65hckk.jpg,,0.017,706.86,Cultural Center,Drainage Credit,2018/10/01 04:00:00+00,,,,Yes,,,2019/09/03 04:00:00+00,Non-Profit,20,42.35846,-83.06109,68f14684-985a-45fd-88ea-7690fccd45b8,District 5,,,,http://detroitstormwater.org/projects/chw-sankofa-porous-pavers-project,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value, Drummond Carpenter,Deep
-9243871.44112663,5213719.9872041,709,Keep Growing Detroit Farm ,Private - No Credit,Water Harvesting,No,0.2,,,,,https://dwsd.box.com/shared/static/9yb954e9znkh7182cthncs7fm6y52oxa.jpeg,,0,8640,Eastern Market,,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Non-Profit,,42.35111,-83.03911,60ffe02f-9e3d-44d7-83b4-0f55fb0e74cb,District 5,https://dwsd.box.com/shared/static/ih07hvavit1au51ix9110q9rfd9m5ubk.jpeg,,,http://detroitstormwater.org/projects/keep-growing-detroit-farm,,,,,,,1970/01/01 00:00:00+00,,,,Shallow
-9257850.94278045,5222077.5660774,710,Lollo Park ,Private - No Credit,Bioretention,No,0.06,Lollo Park features a rain garden,Detroit Collaborative Design Center,GSD/MRC,GSD,https://dwsd.box.com/shared/static/f4n8jkgb5rmezg534erssjent7vs1q8x.jpg,,0.017,581,Bethune Community,Aesthetic Value,1970/01/01 00:00:00+00,,,,Yes,,,1970/01/01 00:00:00+00,Government,,42.40657,-83.16469,3fce6698-476b-4981-88fe-25e0f3b1ee78,District 2,,,,http://detroitstormwater.org/projects/lollo-park,,,,,,,1970/01/01 00:00:00+00,,,,Deep
-9247177.63000319,5222858.54649675,711,Davison School Rain Garden,Private - No Credit,Bioretention,No,0.16,"This rain garden is located at a Davison Elementary - Middle School (DPS) and was installed by students and volunteers as a component of the Land + Water Works program funded by the Erb Family Foundation.  Friends of the Rouge and Sierra Club planned and coordinated the project along with Gina Reichert, a Rain Garden's to the Rescue alum.  The students took great pride in their efforts to help manage storm water and provide some beauty on their school campus.",Friends of the Rouge (Cyndi Ross) and Gina Reichert (Powerhouse Productions/Davison parent/volunteer),"Friends of the Rouge, Sierra Club, Davison School (Gina Reichert)",Gina Reichert  and Davison School personnel,https://dwsd.box.com/shared/static/gn68lkk8o9rohclpueehwawqsoizqh6k.png,,0.02,360,Campau/Banglatown,Educational,1970/01/01 00:00:00+00,1200,100,,No,,1 inch,2019/05/17 04:00:00+00,Government,,42.41175,-83.06881,c788d451-3167-492c-850d-bb0753d9842f,District 3,,,,http://detroitstormwater.org/projects/davison-school-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,,Medium
-9237812.32124275,5215806.43013266,712,Newsom Family Rain Garden,Private - No Credit,Multiple,No,0.012,"This beautifully designed rain garden is part of the Rain Garden's to the Rescue"" program.  The program is funded by the Erb Family Foundation and managed by Friends of the Rouge and Sierra Club Michigan Chapter.
The family loves their garden that helps with the environment, provides educational opportunities and beautifies their home
","Friends of the Rouge (Cyndi Ross), Angela Newsom","Friends of the Rouge, Sierra Club, Project Owner",Project Owner - Angela Newsom,https://dwsd.box.com/shared/static/3okdacv2ok1dx4bpmv07kay0skr7hckh.jpg,"DownspoutDisconnection,RainGarden",0.007,220,East Village,Environmental Benefits,2017/07/17 04:00:00+00,1000,100,,No,,1 inch,2017/09/14 04:00:00+00,Residential,,42.36496,-82.98468,08895d96-fef9-4fe0-8667-a44015ff347a,District 5,https://dwsd.box.com/shared/static/g4ej51p8ppcwcldikj0bxc8ppcy25mvm.jpg,https://dwsd.box.com/shared/static/z1wb5rsw45dg9aa2brmcv8iykarddr99.jpg,,http://detroitstormwater.org/projects/newsom-family-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,,Medium
-9246467.41165193,5214875.38289611,714,Michigan Science Center BioSwale Redesign,Private - No Credit,Bioswale,No,0.15," The Michigan Science Center bioswale was not constructed properly, where the drain was at the bottom of the swale.  We reconstructed the swale to address structural adjustments. This ia a pilot project to illustrate how Green Stormwater Infrastructure can tell the story of water from a science perspective.",LivingLAB," Natural Community Services, LLC", Michigan Science Center,https://dwsd.box.com/shared/static/w95boq2ywykao7stltv3pucl339fr7l8.jpg,,0.13,6600,Cultural Center,Drainage Credit,1970/01/01 00:00:00+00,,,,Yes,4,,1970/01/01 00:00:00+00,Non-Profit,,42.35878,-83.06243,1036a812-92bc-47a6-8fb4-77ba4e578506,District 5,https://dwsd.box.com/shared/static/i4kidzkkbq5jykwugtlzfleuu2t3fn78.jpg,,,http://detroitstormwater.org/projects/michigan-science-center-bioswale-redesign,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,Drummond Carpenter,Deep
-9256922.53822723,5226832.29333781,716,Oak Grove AME Church Rain Gardens,Private - No Credit,Bioretention,No,0.3,Two rain gardens were installed on the west side of the church in order to capture runoff from the building's drainage which was rerouted from internal drainage in order to drain to the gardens. ,Creative Site Solutions,Natural Community Services,Oak Grove AME Church,https://dwsd.box.com/shared/static/55lardm81q2839tdrsqrky0gnxhd57bf.jpg,,0.0784,2004,Oak Grove,Drainage Credit,2018/01/01 05:00:00+00,20625,,,No,,5,2019/09/01 04:00:00+00,Faith-Based,,42.4381,-83.15635,f403ce0b-3d85-49c0-8977-78c19d02dc13,District 2,https://dwsd.box.com/shared/static/svfnmd2ofqh6r2m7n2e4vhlmhu7m0zha.jpeg,,,http://detroitstormwater.org/projects/oak-grove-ame-church-rain-gardens,,,,,,,1970/01/01 00:00:00+00,,Educational,Creative Site Solutions,Deep
-9244644.4655,5213674.3291,719,Sacred Heart Church Parking Lot GSI Retrofit,Drainage Credit,Disconnected Impervious,Yes,0.04,"Using nature, TNC partnered with the parish to create one of Detroit’s largest GSI projects at a faith-based institution. This retrofit keeps millions of gallons out of the sewer system annually and manages runoff from 1.4 impervious acres. The bioretention gardens add native plants and greenspace to the parking lot and earn the parish a 51% green credit on their drainage charge. Thanks to the Ralph C. Wilson, Jr. & DTE Foundations for funding and to the Garden Club for stewardship and upkeep!",SmithGroup JJR,WCI Contractors,Sacred Heart Church (with 3 years of initial support from TNC),https://dwsd.box.com/shared/static/4dc8ubea08aoe9rbsk8c3jar1svzvv4t.jpg,,0.026,,Eastern Market,Drainage Credit,2018/05/01 00:00:00+00,,,,Yes,,,2019/07/01 00:00:00+00,Faith-Based,,,,aa9b6118-74cc-4c36-83b0-3abd6d9d4bb0,District 5,https://dwsd.box.com/shared/static/v80nfofcaqpeqjwhs62lrrni1ta0k1f8.png,https://dwsd.box.com/shared/static/7am07mmxu650iul8ed0q0y1kq8bbd36o.jpg,https://www.youtube.com/watch?v=OqFSDu5O3Vg&feature=youtu.be,https://detroitstormwater.org/projects/sacred-heart-church-parking-lot-gsi-retrofit,,https://dwsd.box.com/shared/static/0m6tnqup29wxfkj4qearyuq4ogr4rpz3.pdf,,,,,2019/11/01 00:00:00+00,,,SmithGroup JJR,
-9244616.4644,5213613.7709,720,Sacred Heart Church Parking Lot GSI Retrofit,Drainage Credit,Disconnected Impervious,Yes,0.03,"Using nature, TNC partnered with the parish to create one of Detroit’s largest GSI projects at a faith-based institution. This retrofit keeps millions of gallons out of the sewer system annually and manages runoff from 1.4 impervious acres. The bioretention gardens add native plants and greenspace to the parking lot and earn the parish a 51% green credit on their drainage charge. Thanks to the Ralph C. Wilson, Jr. & DTE Foundations for funding and to the Garden Club for stewardship and upkeep!",SmithGroup JJR,WCI Contractors,Sacred Heart Church (with 3 years of initial support from TNC),https://dwsd.box.com/shared/static/71gjdfl8fcwffduk5abl7l4kc5nzqe5t.jpg,,0.021,,Eastern Market,Drainage Credit,2018/05/01 00:00:00+00,,,,Yes,,,2019/07/01 00:00:00+00,Faith-Based,,,,d234b613-6428-4341-8378-da00793229eb,District 5,https://dwsd.box.com/shared/static/x5v29utonjxgsgs735hu5lg3hopoda4h.png,https://dwsd.box.com/shared/static/lhrugb6y5x606b0sv2afy2wga31m1bxl.jpg,https://www.youtube.com/watch?v=OqFSDu5O3Vg&feature=youtu.be,https://detroitstormwater.org/projects/sacred-heart-church-parking-lot-gsi-retrofit-1,,https://dwsd.box.com/shared/static/p6letjimhg4dzfkfkio5ne165cv4yd27.pdf,,,,,2019/11/01 00:00:00+00,,,SmithGroup JJR,
-9248231.7474,5208969.616,722,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.04,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.011,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,eac62ea2-4eb1-4a68-97ff-b6f283348acd,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-97,,,,,,,1970/01/01 00:00:00+00,,,,
-9248237.9609,5208981.7711,723,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.06,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.016,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,75f269b5-cfea-4a5e-ac8f-f378c557d9b7,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-101,,,,,,,1970/01/01 00:00:00+00,,,,
-9248244.1743,5208993.2272,724,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.06,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.016,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,ba5d556a-6c39-40ce-b1d2-3e39f778302d,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-88,,,,,,,1970/01/01 00:00:00+00,,,,
-9248249.4558,5209004.4114,725,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.06,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.016,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,c3449c16-cb47-46c6-904b-ddcb88f23463,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-99,,,,,,,1970/01/01 00:00:00+00,,,,
-9248255.6692,5209015.285,727,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.07,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.019,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Residential,,,,c15d40d3-ffdf-4327-a53d-6fc54f706aeb,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-90,,,,,,,1970/01/01 00:00:00+00,,,,
-9248264.3681,5209035.4788,728,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,0.07,This is a water harvesting practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/e8v25m1kugstjr1jorm277flydn2ddr6.png,,0.019,,West Side Industrial,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,4ce523ec-e3e1-422a-a913-7276badbe33d,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-91,,,,,,,1970/01/01 00:00:00+00,,,,
-9269356.3864,5224468.5954,729,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.09,This is a disconnected impervious practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.077,,Seven-Mile Rouge,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,1953abe1-3e78-4fda-9edc-93fd2ac7a77b,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-93,,,,,,,1970/01/01 00:00:00+00,,,,
-9253476.7723,5207896.1289,730,Alley Infiltrator and Parking Lot Rain Garden,Drainage Credit,Bioretention,Yes,0.2,Stormwater from the building's roof drains into downspouts connected to several trench drains which feed into a large rain garden behind the building. ,Hamp Mathews & Associates,Hamp Mathews & Associates,,https://dwsd.box.com/shared/static/esns4jgft622xs2x9tjzvyi20a9ukd03.jpg,,0.183,1050,Springwells,Educational,2017/09/01 04:00:00+00,58670,,,No,,,2018/09/24 04:00:00+00,Commercial,,,,ef983d5e-7408-40bb-bfa8-68f76356f81c,District 6,,https://dwsd.box.com/shared/static/bd1fhrewwki8mrpogpg220hfrlnbxkte.jpg,https://www.youtube.com/watch?v=ji1qp8EDmQ0,https://detroitstormwater.org/projects/alley-infiltrator-and-parking-lot-rain-garden-0,,,,,,,1970/01/01 00:00:00+00,,Drainage Credit,Hamp Mathews & Associates,Deep
-9232459.118,5214744.273,731,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.08,This is a disconnected impervious practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.89,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,eb92c7e2-6ccc-4a82-9abf-982896159c9b,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-96,,,,,,,1970/01/01 00:00:00+00,,,,
-9231996.7488,5214754.4951,732,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.02,This is a disconnected impervious practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.014,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,acd16e25-64f2-4adc-8115-e1440d1dc4e8,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-100,,,,,,,1970/01/01 00:00:00+00,,,,
-9267282.4434,5217067.3905,733,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,2.58,This is a disconnected impervious practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,2.182,,Rouge Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,adf2bda0-30e3-4c79-af16-84882c357028,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-92,,,,,,,1970/01/01 00:00:00+00,,,,
-9267512.3267,5215839.5667,734,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,6.54,This is a disconnected impervious practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,5.4,,Rouge Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,9c9623be-d89e-4352-8617-959094065217,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-95,,,,,,,1970/01/01 00:00:00+00,,,,
